Category,Title,Original Link,Description,Publication Date,Content
탕후루,"김범수, '얼굴 없는 가수' 설움 ""비주얼 공개→음반 판매량 직격타""('유퀴즈'...",https://tenasia.hankyung.com/article/2024080791704,"이날 방송에서 유재석은 김범수에게 ""최근 '마라 탕후루' 리메이크 조회 수가 850만을 육박했다고 하더라""고 전했고, 김범수는 ""원곡이 초등학생 크리에이터 서이브 씨다. 사람들이 '초등학생들을 상대로 이렇게 온 힘을... ","Wed, 07 Aug 2024 21:22:00 +0900","사업자등록번호 : 117-81-82352인터넷신문등록번호 : 서울 아00860부가통신사업신고번호 : 2-01-13-0003호통신판매업신고번호 : 제2013-서울중구-0064호잡지사업신고번호 : 서울 중.라00439제호 : 텐아시아발행일자 : 2009년 5월 12일등록일자 : 2009.05.12서울시 중구 청파로 463 한국경제신문사 1층대표번호 : 02-3148-1010발행·편집인 : 정종태청소년보호책임자 : 김병두상호 : (주)코리아엔터테인먼트미디어회사소개개인정보처리방침청소년보호정책제휴 및 광고문의사이트맵Copyright by 텐아시아  co., Ltd. All rights reserved.상단 바로가기"
탕후루,"네이처리퍼블릭, 허니 멜팅 립 100만개 판매 돌파",https://www.pharmnews.com/news/articleView.html?idxno=247881,"허니 멜팅 립은 마치 설탕에 글레이즈된 촉촉하고 탱글한 탕후루립이라 불리고 있는 제품이다. 멜팅... 차지하며 탕후루립 열풍을 이어갔다. 국내에서는 유명 뷰티 유투버들의 찐리뷰로 유명세를 타면서 화해, 글로우픽... ","Thu, 25 Jul 2024 17:26:00 +0900","하단메뉴매체소개기사제보이용약관개인정보처리방침청소년보호정책저작권보호정책이메일무단수집거부정정·반론보도광고문의매체정보팜뉴스서울시 마포구 마포대로4다길 18 , 1614호(마포동 강변한신코아)대표전화 : 02-701-5521팩스 : 02-719-9045제호 : 팜뉴스등록번호 : 서울 아 04239등록일 : 2016-11-24발행일 : 1999-09-12발행·편집인 : 이석훈청소년보호책임자 : 조은정「열린보도원칙」당 매체는 독자와 취재원 등 뉴스이용자의 권리 보장을 위해 반론이나 정정보도, 추후보도를 요청할 수 있는 창구를 열어두고 있음을 알려드립니다.고충처리인 조은정 02-719-9041 mail@pharmnews.com팜뉴스 모든 콘텐츠(영상,기사, 사진)는 저작권법의 보호를 받는 바, 무단 전재와 복사, 배포 등을 금합니다.Copyright © 2024 팜뉴스.Allrights reserved. mail tojoseph@pharmnews.com"
탕후루,"알바천국, 상반기 알바 키워드 1위 '편의점'",https://www.asiatime.co.kr/article/20240731500063,"부동의 1위인 편의점 외에 요아정(요거트 아이스크림의 정석)의 검색량이 급등했고 마라탕, 탕후루는... 반대로 검색량이 하락한 키워드는 탕후루와 마라탕이 대표적이다. 지난해까지 선풍적인 인기로 많은 매장 수를... ","Wed, 31 Jul 2024 13:32:00 +0900","서울특별시 중구 퇴계로31길 27 프라임빌딩 8층대표전화 : 02-801-1800FAX : 02-801-1819제 호 : 아시아타임즈정기간행물번호 : 서울 가 09927발행일 : 2008-07-16인터넷신문 : 서울 아 00624등록일 : 2008-07-16발행인 대표이사 : 조용하편집인 : 조용하편집국장 : 김재현청소년보호관리책임자 : 조주현『열린보도원칙』당 매체는 독자와 취재원 등 뉴스이용자의 권리 보장을 위해 반론이나 정정보도, 추후보도를 요청할 수 있는 창구를 열어두고 있음을 알려드립니다.고충처리인 : 이원일 / TEL : 02-801-1800 / email :asiatimes@asiatime.co.kr본 콘텐츠의 저작권은 아시아타임즈 또는 제공처에 있으며 이를 무단 이용하는 경우 저작권법 등에 따라 법적책임을 질 수 있습니다.Copyright ⓒ 2022 아시아타임즈 All rights reserved.email : asiatimes@asiatime.co.kr"
탕후루,이번 주 종합 베스트셀러 순위 [인포그래픽],http://www.sisunnews.co.kr/news/articleView.html?idxno=214134,"동아리 수업 시간에는 층간 소음을 내던 윗집에서 보낸 편지, 한밤중에 계속 따라오는 이상한 여자 등 '이해하면 무서운 이야기'가 소개되고, 쉬는 시간에는 검은깨가 잔뜩 붙은 탕후루, 남매가 쓰던 칫솔의 비밀 등... ","Sat, 17 Aug 2024 18:02:00 +0900",FAIL
탕후루,네이처리퍼블릭 '허니 멜팅 립' 100만개 판매 돌파,http://www.bokuennews.com/news/article.html?no=247237,허니 멜팅 립은 일명 '탕후루립'으로 불린다. 멜팅 텍스처가 끈적임 없는 고급스러운 광을 연출하는 것이 이... 차지하며 '탕후루립 열풍'을 이어갔다. 국내에서는 유명 뷰티 유투버들의 찐리뷰로 유명세를 타면서 화해... ,"Thu, 25 Jul 2024 18:38:00 +0900","회사소개광고안내구인안내구독안내개인정보취급방침저작권규약(주)보건신문사 <04312> 서울특별시 용산구 효창원로 158 아람B/D | 대표전화: 02-718-7321~4 | 구독·광고: 02-714-1656~7 | 팩스: 02-715-5709 | ISSN 2635-9154등록번호: 서울 아 00064 | 등록일자: 2005년 9월 15일 | 발행일자: 2005년 11월 1일 | 발행인·편집인: 유태우청소년보호 책임자: 김혜란 | E-mail: khrup77@bokuennews.comCopyright ⓒ 보건신문 All rights reserved.보건뉴스의 모든 콘텐츠（기사）를 무단 사용하는 것은 저작권법에 저촉되며, 법적 제재를 받을 수 있습니다."
탕후루,"왕가탕후루, 여름 시즌 한정 복숭아탕후루 선보여",https://sports.chosun.com/life/2024-07-22/202407220100166150023693,"달콤왕가탕후루가 여름시즌 한정 신메뉴로 복숭아탕후루를 재출시했다고 22일 밝혔다. 복숭아탕후루는 지난해 출시, 인기메뉴로 판매됐던 제품이다. 왕가탕후루 관계자는 ""여름 제철 과일인 천도복숭아를 탕후루로... ","Mon, 22 Jul 2024 12:51:00 +0900","달콤왕가탕후루가 여름시즌 한정 신메뉴로 복숭아탕후루를 재출시했다고 22일 밝혔다. 복숭아탕후루는 지난해 출시, 인기메뉴로 판매됐던 제품이다. 왕가탕후루 관계자는 ""여름 제철 과일인 천도복숭아를 탕후루로 만나볼 수 있게 됐다""라며 ""지난해보다 한층 업그레이드시켜 재출시하게 됐다""고 전했다. 출시일은 지점별로 차이가 있다.왕가탕후루는 지난 5월 신메뉴를 출시했고, 지난 6월에는 와그작 요거탕빙수 3종을 선보이는 등 고객 선택 폭을 넓혔다. 요거탕빙수는 부드러운 요거트 아이스크림 위에 탕후루와 시리얼 등 다양한 토핑이 올라간 메뉴다. 바삭함을 높인게 특징이다.김세형 기자 fax123@sportschosun.com"
탕후루,"[현장] ""유행 안 타는 프랜차이즈 집결"" 제74회 프랜차이즈 창업박람회",http://www.newsprime.co.kr/news/article.html?no=650161,"""최근 프랜차이즈 트렌드가 빠르게 변하더라고요, 지인이 탕후루 가게를 금방 접는 걸 보면서 신중하게 창업을 준비해야겠다는 생각이 들었어요"" 9일 '제74회 프랜차이즈 창업박람회'에서 만난 예비 창업자가 현장을... ","Fri, 09 Aug 2024 12:44:00 +0900",FAIL
탕후루,캠페인 소재 고민? ‘틱톡 크리에이티브’로 앱 부스팅,https://byline.network/?p=9004111222540339,이룬 ‘탕후루의 달인’ 사례도 짚었다. 틱톡 스파크 애즈(Spark Ads)로 브랜드 계정 게시물이나 다른 작성자가 게시한 게시물을 활용할 수 있다. “탕후루의 달인은 유저가 생성한 크리에이티브를 통해 굉장히 성공적인... ,"Thu, 01 Aug 2024 16:00:00 +0900","‘틱톡 크리에이티브 챌린지’ 글로벌 론칭 확대자발적 창작자 참여 동원해 브랜드 캠페인 소재 수급인기 콘텐츠 입소문 효과 업고 글로벌 진출 사례도“캠페인을 열심히 해봐야 하는데, 소재를 어떻게 만들어야 하지 고민이 굉장히 많으실 같아요. 저희는 크리에이터를 많이 활용하시라고 피드백을 드립니다. 다양한 콘셉트의 소재를 많이 활용하되 우리 브랜드와 핏이 맞는 소재를 발굴이 중요하겠죠. ‘틱톡 크리에이티브 챌린지(TTCC)’ 제안을 드리는데요. 크리에이터가 직접 제작한 콘텐츠를 수급 받을 수 있습니다. 미국에선 정식 오픈이 됐고, 일본 한국 동남아를 거쳐 점진적으로 오픈이 되고 있습니다.”이다인 틱톡코리아 어카운드매니저가 지난 7월 31일 ‘MGS 2024’ 세미나에서 TTCC 프로그램을 소개했다. TTCC 플랫폼 내 브랜드가 원하는 캠페인 콘셉트 등을 표로 작성하면 여기에 참여를 원하는 크리에이터(창작자)들이 자발적으로 콘텐츠를 만든다.“(아침 기상을 돕는) ’알라미’ 앱의 경우 앱 다운로드 부스팅을 하기에 시간이 촉박했고 소재 수도 부족한 가운데 가장 적합하다고 본 게 TTCC 프로그램이었습니다. 두 달 내에 150개(소재)를 수급받을 수 있었고요. 정말 다양한 크리에이터들이 다양한 콘셉트의 소재를 수급받아 목표했던 전환수 증대는 물론 가장 중요한 KPI(핵심성과지표)였던 CPI(조회수 단가)를 46% 감소할 수 있었습니다.”틱톡 MGS 2024 발표 전경TTCC를 직접 활용하지 않아도, 창작자가 만든 인기 콘텐츠로 글로벌 진출까지 이룬 ‘탕후루의 달인’ 사례도 짚었다. 틱톡 스파크 애즈(Spark Ads)로 브랜드 계정 게시물이나 다른 작성자가 게시한 게시물을 활용할 수 있다.“탕후루의 달인은 유저가 생성한 크리에이티브를 통해 굉장히 성공적인 사례를 만들어냈습니다. 틱톡에 맞춰 귀여운 캐릭터를 활용한 세로형 영상을 개발 단계부터 제작해온 게임입니다. 한 유저가 영상을 업로드했고, 이를 본 회사가 허락을 받아 오가닉 콘텐츠를 광고로까지 활용했습니다. 이 영상을 보고 외국에서도 게임을 어떻게 다운로드하면 좋을지 틱톡 내에 코멘트가 많이 달리면서 바이럴이 됐고 글로벌 앱 서비스를 시작하게 된 사례입니다.”이 매니저는 크리에이티브 생성 기능을 활용한 ‘머니키보드’ 사례도 소개했다. 이 회사는 외국인 큐레이터로 나오는 AI 아바타가 한국어로 앱을 설명해주는 캠페인 소재를 택했다.“외국인 큐레이터가 한국어를 굉장히 잘한다는 콘셉트가 유저들에게 흥미를 이끌어내고 높은 클릭률 그리고 높은 전환율까지 이어졌습니다. 요즘 트렌드 중 하나인 AI 크리에이터브를 활용한 성공적인 사례입니다. 다양한 언어를 제공하기 때문에 크리에이티브 생성 시 참고할 수 있습니다.”틱톡은 이 같은 앱 캠페인을 위한 최적화 솔루션을 제공 중이다. 앱 다운로드 부스팅과 앱 이벤트 최적화, 가치 최적화 등이다. 이 중 가치 최적화는 가장 깊숙한 영역으로 앱에서 구매를 많이 한 이용자 중 더 많은 금액을 쓸만한 이용자들 타기팅하는 솔루션 기능이다.AI의 힘을 빌린 스마트 퍼포먼스 캠페인 진행도 가능하다. 국가와 연령, 앱 설치 등 캠페인 목표를 설정하고 소재를 넣어주면 바로 캠페인이 자동 생성되는 방식이다. 이 매니저는 일반 캠페인과 스마트 퍼포먼스 캠페인을 같이 운영한 뒤 조금 더 성과가 좋은 캠페인으로 예산을 더해주는 방법을 권했다.틱톡 MGS 2024 발표 전경틱톡의 올해 큰 업데이트 중 하나가 ‘산(SAN)’이다. 자체 기여 네트워크(Self-Attributing Network)의 줄임말이다.“SAN 적용 시 이점은 전환 수가 광고 관리자에게 많아지게 돼 조금 더 많은 지수와 시그널을 확보하게 됨으로써 개인정보 보호 강화나 캠페인 최적회에 큰 도움이 됩니다. KPI로 둔 전환수 증대나 ROI 캠페인 개선이 의미를 가진 업데이트라고 보시면 됩니다.”글. 바이라인네트워크<이대호 기자>ldhdd@byline.network"
탕후루,[조간신문 뉴스라인] 광주·전남 6일(화),https://www.gukjenews.com/news/articleView.html?idxno=3060319,"밥 한공기 껌값도 안 돼 ◆무등일보 ▲광주·전남 찜통더위 속 이틀 연속 소나기 ◆광주매일신문 ▲이색 디저트 열풍…""탕후루 가고 '두바이 초콜릿' 온다"" ◆전남매일 ▲""폭염 비상""…행안부, 전국에 현장관리관 첫 파견","Tue, 06 Aug 2024 08:44:00 +0900",FAIL
탕후루,"인터파크 투어, 중국드라마 성지순례 패키지 '반값' 이벤트 진행",http://www.thefirstmedia.net/news/articleView.html?idxno=152042,"추첨을 통해 왓챠 프리미엄 1개월 구독권, 공차 교환권, 달콤왕가탕후루 교환권 등을 지급한다. 회원당 매일 1회씩 응모가 가능하다. 이번 이벤트는 왓챠가 매달 진행하는 왓피캘린지 이벤트의 일환이다. 왓피캘린지는... ","Fri, 16 Aug 2024 14:54:00 +0900",FAIL
탕후루,혜리 앞세워 대박 터졌다…2030 푹 빠진 '영상' 정체,https://www.hankyung.com/article/202408127687g,"온라인 전용 요금제 요고의 캐릭터와 '요고 송'에 맞춰 함께 춤을 추는 댄스 영상으로 마라탕후루 챌린지, 한강 고양이 챌린지 등 최근 젊은 층 사이에 특정 포인트 안무를 소셜네트워크서비스(SNS)에 짧게 제작해... ","Mon, 12 Aug 2024 22:01:00 +0900","사진=KT제공국내 이통3사(SK텔레콤, KT, LG유플러스)가 '숏폼(짧은영상)' 콘텐츠를 통한 온오프라인 마케팅과 사업에 집중하고 있다. 소비 트렌드를 주도하는 2030세대를 공략해 가입자층을 확대하려는 포석이다.12일 업계에 따르면 KT는 연예인 혜리를 내세워 온라인 전용 무약정 요금제인 '요고' 캐릭터와 댄스 챌린지 형식을 차용한 숏폼 콘텐츠 제작해 마케팅에 나섰다. 지난달 10일 첫 공개한 이 영상은 유튜브, 인스타그램 등 온라인 영상 플랫폼에서 누적 조회수 288만회을 넘었다.온라인 전용 요금제 요고의 캐릭터와 '요고 송'에 맞춰 함께 춤을 추는 댄스 영상으로 마라탕후루 챌린지, 한강 고양이 챌린지 등 최근 젊은 층 사이에 특정 포인트 안무를 소셜네트워크서비스(SNS)에 짧게 제작해 올리는 댄스 챌린지가 유행한다는 점에 착안해 단순한 가사와 중독성 있는 비트로 누구나 따라 하기 쉬운 안무를 구성했다.KT는 해당 영상을 공개와 함께 참여형 '요고 댄스 챌린지 이벤트'를 오는 31일까지 진행하며 숏폼 챌린지 확산에 나서고 있다. 혜리가 추는 '요고 댄스'를 따라 춘 영상을 개인 SNS에 올리고 KT 공식 인스타그램 이벤트 게시물에 참여 완료 댓글을 남기면 되는데 참가자들은 추첨을 통해 아이패드, 갤럭시워치 7 등의 상품을 받게 된다.SK텔레콤은 이번 올림픽을 맞이해 SK 소속 '팀(team) 코리아' 선수들이 직접 출연한 숏폼 영상 시리즈물을 선보였다.팀코리아 선수들의 훈련 영상을 담은 숏폼 콘텐츠와 특수촬영 영상, 선수 인터뷰, 디지털 이벤트 등의 영상은 유튜브에서 약 150만회, 인스타그램에서 약 370만회의 조회수를 기록하며 많은 관심을 받았다.사진=SK텔레콤 공식 인스타그램영상별로 살펴보면 펜싱 오상욱 ·구본길 선수의 펜싱 자율감각쾌락반응(ASMR), 유도 박혜정 선수와 함께하는 증강현실(AR) 성화 채화 이벤트, 팀코리아 선수들과 함께하는 커플 인공지능(AI) 프로필 안내 영상 등은 이날 기준 적게는 14만회 많게는 40만회에 육박하는 조회수를 기록하고 있다.지난 5월에는 SK텔레콤 창사 40주년을 기념해 웹드라마 '뷁투더 2004' 숏폼 웹드라마를 선보이기도 했다. 이 시리즈의 총조회수는 이날 기준 110만회를 돌파했다.서울 성수동에 위치한 맥썸 스튜디오/사진=LG유플러스 제공LG유플러스는 인기 입시 유튜버 '미미미누'와 함께 웹예능 '터트립(네트워크 빵빵 터진다+Trip)' 시리즈를 선보이고 있다. 이를 숏폼으로 제작해 유튜브에 올린 영상은 최고 조회수 28만회를 기록하며 본편으로의 유입을 유도하고 있다. LG유플러스 유튜브 채널에 올라온 터트립 시즌1의 총조회수는 400만회를 넘겼다.이뿐만 아니라 이달 1일 LG유플러스의 사내벤처 '미니멀메이즈'는 서울 성수동에 숏폼 제작 공간 '맥썸(MakeSome) 스튜디오' 1호점을 열기도 했다.이 공간에서 댄스 챌린지 영상을 간단하게 촬영할 수 있으며 부스 형태 공간에서 자막 생성, 카메라 움직임 설정 등 특수효과를 활용해 숏폼 콘텐츠를 손쉽게 제작 촬영이 끝난 후에는 영상을 내려받을 수 있다.LG유플러스는 젊은 세대가 몰리는 주요 번화가를 중심으로 해당 스튜디오를 확대할 예정이며 이달 말을 목표로 맥썸 스튜디오에서 촬영한 숏폼 영상을 공유할 수 있는 '맥썸' 플랫폼도 선보일 계획이다.통신업계 관계자는 ""각 통신사는 온라인에 익숙하고 소비 트렌드를 주도하는 20·30세대를 주 가입자로 확보하는 것이 무엇보다 중요해졌다""며 ""재미와 놀이를 추구하는 젊은이들의 성향을 고려해 새로운 브랜드를 보다 친근하고 재밌게 알리고자 각 통신사는 젊은 세대를 중심으로 인기를 얻고 있는 '숏폼'을 가지고 마케팅과 함께 온오프라인 사업을 확대하는 추세""라고 설명했다.유지희 한경닷컴 기자 keephee@hankyung.com"
탕후루,"최동석, 딸 바보 인증 ""너는 내 전부다, 기억해""",https://news.heraldcorp.com/view.php?ud=20240814050090,"밥먹고 탕후루까지 이렇게 또 하루가 가네""라는 글도 올린 바 있다. 최동석은 KBS 30기 공채 아나운서 동기였던 박지윤과 2009년 결혼해 슬하에 1남 1녀를 뒀다. 하지만 박지윤 측이 지난해 10월 제주지방법원에... ","Wed, 14 Aug 2024 09:08:00 +0900","[인스타그램][헤럴드경제=이명수 기자] KBS 아나운서 출신 방송인 최동석이 딸을 향한 찐한 애정을 드러냈다.최동석은 14일 자신의 인스타그램에서 ""너는 내 전부다, 그것만 기억해""라는 글과 함께 사진을 공개했다.공개된 사진에는 최동석의 팔짱을 낀 딸의 모습이 담겼다. 이 사진은 지난 10일 최동석이 올린 게시물로 딸, 아들과 함께 영화를 관람할때 찍은 것으로 보인다.[인스타그램]최동석은 앞서 10일에도 ""딸내미 팔짱끼고 아들내미 손잡고 영화 보러! 밥먹고 탕후루까지 이렇게 또 하루가 가네""라는 글도 올린 바 있다.최동석은 KBS 30기 공채 아나운서 동기였던 박지윤과 2009년 결혼해 슬하에 1남 1녀를 뒀다.하지만 박지윤 측이 지난해 10월 제주지방법원에 이혼조정신청서를 내면서 파경 소식이 알려졌다.husn7@heraldcorp.com"
탕후루,"네이처리퍼블릭, '허니 멜팅 립' 100만 개 판매 돌파",http://www.wolyo.co.kr/news/articleView.html?idxno=244241,"허니 멜팅 립은 촉촉하고 탱글한 특징 덕분에 일명 '탕후루립'이라 불리고 있는 제품이다. 멜팅 텍스처가... 차지하며 탕후루립 열풍을 이어갔다. 국내에서는 유명 뷰티 유튜버들의 리뷰로 유명해지면서 화해, 글로우픽... ","Thu, 25 Jul 2024 16:54:00 +0900","일본 큐텐, 미국 아마존 판매 1위사진=네이처리퍼블릭［월요신문=정채윤 기자］네이처리퍼블릭은 자사의 '허니 멜팅 립'이 지난해 4월 출시 이후 약 1년 만에 100만 개 판매를 돌파했다고 25일 밝혔다.허니 멜팅 립은 촉촉하고 탱글한 특징 덕분에 일명 '탕후루립'이라 불리고 있는 제품이다. 멜팅 텍스처가 끈적임 없는 고급스러운 광을 연출하는 것이 다른 제품과의 차별화 포인트로 꼽힌다. 투명한 코팅막으로 밀착력을 높여 각질 부각 걱정이 없는 점도 특징이다.제품은 과일에서 영감을 얻은 10가지 다채로운 컬러와 입술에 볼륨감을 한껏 높여주는 플럼핑 2종, 영롱하고 화려한 글리터 2종으로 구성됐다.지난 2월에는 일본 대표 온라인 쇼핑몰인 큐텐(Qoo10)과 4월에는 글로벌 온라인 쇼핑몰 아마존에서 전체 판매 랭킹 1위를 차지하며 탕후루립 열풍을 이어갔다. 국내에서는 유명 뷰티 유튜버들의 리뷰로 유명해지면서 화해, 글로우픽 등 각종 뷰티앱에서 1위를 기록하기도 했다.100만 개 판매 달성은 우수한 제품력을 기반으로 일본 등 아시아, 북미 등 시장의 트렌드를 반영한 현지화 전략의 결과로 분석된다.허니 멜팅 립은 특히 일본 시장에서 두각을 나타내고 있는데, MZ 세대 패널들이 직접 한국 본사까지 와서 일본 단독 컬러를 개발하는 등 SNS상에서 빠른 입소문으로 화제가 됐다. 출시 초반부터 좋은 고객 반응과 리뷰가 쌓이고 있고, 틱톡 등 SNS를 통한 바이럴이 계속되고 있다.네이처리퍼블릭 관계자는 ""허니 멜팅 립은 글로시립 트렌드를 주도한 선두주자로 우수한 제품력을 바탕으로 다각적인 마케팅을 펼친 결과, 출시 1년 만에 100만 개 판매를 돌파하는 좋은 성과를 얻을 수 있었다""며 ""국내와 일본 시장에서 성공한 노하우를 바탕으로 동남아시아, 북미, 중동 등에서도 공격적인 마케팅을 펼칠 계획""이라고 전했다.정채윤 기자chaeyun.new@gmail.com다른기사 보기저작권자 © 월요신문 무단전재 및 재배포 금지"
탕후루,"""저당 실천법 알려드려요""…서울시, 하반기 식생활 강좌",https://www.newsis.com/view/NISX20240724_0002824429,최근 어린이와 청소년 사이에서 중국 간식 탕후루가 인기를 끌면서 당류 과잉 섭취에 대한 우려가 나온다. 시는 식생활 관련 다양한 분야의 전문가가 정보를 제공하는 '월간 식생활 역량(Food Literacy)' 하반기 프로그램을... ,"Thu, 25 Jul 2024 06:00:00 +0900","회사소개광고 · 제휴 문의제휴사 안내콘텐츠 판매저작권 규약고충처리기사제보이용약관개인정보 · 청소년보호정책개인정보처리방침알립니다.대표이사 : 염영남주소 : 서울 중구  퇴계로  173 남산스퀘어빌딩 (구 극동빌딩) 12층사업자등록번호 : 102-81-36588발행인 : 염영남편집인 : 염영남고충처리인 : 김경원통신판매업신고 : 서울중구 0398호문의  02-721-7400[email protected]뉴시스의 모든 콘텐츠는 저작권법의 보호를 받는 바, 무단 전재ㆍ복사ㆍ배포를 금합니다.  Copyright © NEWSIS.COM  All  rights  reserved."
탕후루,"'견미리家' 이유비, 생얼로 나들이 나온 '첫째 공주'…처피뱅에도 굴욕 無",https://tenasia.hankyung.com/article/2024080771294,"이유비는 6일 자신의 인스타그램에 ""오늘 하루 포챠코랑 탕후루랑 피자랑 등등"" 사진 속에서 이유비는 블랙에 화이트 패턴이 들어간 나시 원피스에 400만원 짜리 해외 명품 브랜드 B사 가방을 매치해 편안한 나들이... ","Wed, 07 Aug 2024 09:24:00 +0900","사업자등록번호 : 117-81-82352인터넷신문등록번호 : 서울 아00860부가통신사업신고번호 : 2-01-13-0003호통신판매업신고번호 : 제2013-서울중구-0064호잡지사업신고번호 : 서울 중.라00439제호 : 텐아시아발행일자 : 2009년 5월 12일등록일자 : 2009.05.12서울시 중구 청파로 463 한국경제신문사 1층대표번호 : 02-3148-1010발행·편집인 : 정종태청소년보호책임자 : 김병두상호 : (주)코리아엔터테인먼트미디어회사소개개인정보처리방침청소년보호정책제휴 및 광고문의사이트맵Copyright by 텐아시아  co., Ltd. All rights reserved.상단 바로가기"
탕후루,"한가로운 일상 보내는 배우 이유비, 동안 미모와 슬림바디 '눈길'",http://www.hansbiz.co.kr/news/articleView.html?idxno=706596,"포챠코랑, 탕후루랑, 피자랑 등등""이라는 글과 함께 다수의 사진을 공개했다. 사진 속 이유비는 인형 등을 살펴보는 듯한 모습을 하고 있다. 그녀의 빼빼마른 몸매와 하얀 피부, 동안 외모는 눈길을 끈다. 한편, 1990년... ","Wed, 07 Aug 2024 15:26:00 +0900",FAIL
탕후루,"'선업튀 서브앓이' 송건희, 첫 팬미팅 성료 ""진심으로 사랑""",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12209923,"뿐만 아니라 챌린지 코너 '밈건희'에서 송건희는 팬들의 요청이 많았던 김종국의 '사랑스러워'를 귀엽게 소화하는가 하면, '탕후루' 음악에 맞춰 춤을 추며 분위기 한층 고조시켰다. 송건희는 16일 생일을 앞두고 팬들과... ","Mon, 12 Aug 2024 08:32:00 +0900","송건희, 제이지엔터테인먼트 제공배우 송건희가 데뷔 후 첫 번째 팬미팅을 개최하며 팬들과 뜻깊은 시간을 보냈다.송건희는 지난 10일 서울 성북구에 위치한 동덕여자대학교 백주년 기념관에서 첫 팬미팅 'First Page in Seoul'(퍼스트 페이지 인 서울)을 개최하고 팬들과 마주했다.'건희의 페이지들을 소개합니다'라는 콘셉트로 펼쳐진 이번 팬미팅은 작품 토크부터 다채로운 팬 이벤트까지 지금까지 7년간 아낌없이 사랑해 준 팬들에게 행복감을 선사해 줄 수 있는 코너들로 꽉 채워졌다.송건희는 시원시원한 보컬로 데이식스의 '한 페이지가 될 수 있게'를 부르며 등장했다. 이어 '첫 장, 건희의 조각들' 코너를 통해 데뷔작 '플랫'부터 최근 '서브 남주 앓이'를 하게 만들었던 '선재 업고 튀어'까지 출연작들에 대한 토크를 나누며 데뷔 초부터 7년간 쌓아온 추억들을 돌아봤다.그런가 하면 팬들과 한층 가깝게 호흡할 수 있는 코너들도 이어졌다. 송건희는 건희벨 퀴즈 타임을 통해 자신의 TMI를 전하며 오랜 친구처럼 소통한 데 이어 팬들과 함께 한 호흡 챌린지 등 다양한 게임을 펼쳐 본인의 애장품을 포함한 선물을 전달했다. 마지막 코너에는 팬들과 함께 명장면을 재연하는 시간도 마련된 가운데, 팬들은 '선재 업고 튀어' 속 주인공이 돼 송건희와 설레는 장면을 완성시키며 잊지 못할 추억을 쌓았다.이와 함께 송건희는 팬미팅 중간중간 수준급 노래 실력을 뽐내 팬들을 연호케 했다. 도영의 '새봄의 노래'와 최유리의 '바다'를 기타 연주로 감미로움을 더했다. 특히 '첫 만남은 계획대로 되지 않아' 커버 무대에서는 청량한 아이돌 댄스까지 선보이며 팬미팅 현장을 달궜다. 뿐만 아니라 챌린지 코너 '밈건희'에서 송건희는 팬들의 요청이 많았던 김종국의 '사랑스러워'를 귀엽게 소화하는가 하면, '탕후루' 음악에 맞춰 춤을 추며 분위기 한층 고조시켰다.송건희는 16일 생일을 앞두고 팬들과 함께하는 첫 생일파티가 펼쳐지자 벅찬 감동을 표하기도 했다. 자신 모르게 준비한 건희사항 팬들의 생일 축하 노래에 이어 '선재 업고 튀어'의 '태성 좋아'를 개사한 '건희 좋아' 노래가 현장에 울려 퍼지자 뭉클함을 감추지 못했다. 송건희와 건희사항 팬들은 시간 가는 줄 모르는 즐거움 속 당초 예정된 2시간을 훌쩍 넘은 4시간 동안 함께했다.이에 송건희는 ""제게 이런 기회가 올 거라고 생각하지 못했고 오늘을 준비하는 것도 믿기지 않았다. 어떤 것보다 기쁜 하루를 만들어드리고 싶었다. 부족한 부분이 있었겠지만 좋게 봐주셨으면 좋겠다. 진심으로 사랑한다""라고 소감을 전했다.송건희는 '선재 업고 튀어'를 통해 반항기 넘치면서도 능글맞은 매력으로 '서브 남주 앓이'를 유발, 차세대 라이징 스타로 자리매김했다. 다양한 작품과 화보 및 광고 관계자들에게 러브콜을 받으며 향후 행보에 관심을 높였다.황소영 엔터뉴스팀 기자 hwang.soyoung@jtbc.co.kr (콘텐트비즈니스본부)"
탕후루,"'박지윤과 이혼' 최동석, ""딸 팔짱 끼고 아들 손 잡고""..매순간이 소중한 아빠",https://sports.chosun.com/entertainment/2024-08-10/202408100100084470011284,"최동석은 ""밥먹고 탕후루까지 이렇게 또 하루가 가네""라며 소중하게 기억될 아이들과 추억을 쌓았다. 한편, 박지윤은 최동석과 결혼, 슬하 두 아이를 두고 있으나 지난해 10월 이혼 소식을 알렸다. 양육권을 둘러싼 갈등이... ","Sat, 10 Aug 2024 21:59:00 +0900","[스포츠조선닷컴 김수현기자] 방송인 최동석이 아이들과 즐거운 주말을 시작했다.10일 최동석은 ""딸내미 팔짱끼고 아들내미 손잡고 영화보러!""라며 아이들과 함께 한 주말을 기록했다.최동석은 ""밥먹고 탕후루까지 이렇게 또 하루가 가네""라며 소중하게 기억될 아이들과 추억을 쌓았다.한편, 박지윤은 최동석과 결혼, 슬하 두 아이를 두고 있으나 지난해 10월 이혼 소식을 알렸다.양육권을 둘러싼 갈등이 이어지고 있는 가운데 최동석은 현재 박지윤 명의의 집에서 거주하고 있는 것이 알려졌다. 이에 최동석은 TV조선 '이제 혼자다'를 통해 이사 계획을 밝혔다.shyun@sportschosun.com"
